(0.21552629460574646, 0.814272300915115, 0.6404253004677616)
(0.758806966712341, 0.20917381745892372, 0.9729042156512451)
(0.29447647586313364, 0.041481718586118155, 0.17504088439461785)
(0.7844494367687251, 0.47727816988462535, 0.37790264717190425)
(0.5137483653022785, 0.3370558177501032, 0.8128071598745127)
(0.32000876447529725, 0.18029379391350997, 0.8403009970917807)
(0.721058120663176, 0.6016320180814408, 0.6067664792217389)
(0.04917433611976618, 0.2727199454714927, 0.20994341247139803)
(0.7233468996794717, 0.4790441524803344, 0.8921130747628447)
(0.8729235298511344, 0.7807017054493313, 0.07351754922686371)
(0.9496327578171019, 0.3546273224652119, 0.20518647030970272)
(0.5114896215691023, 0.05420361103565352, 0.9415374927369535)
(0.20127833871338185, 0.7145537785486107, 0.4069479627335715)
(0.545545177685291, 0.9705633788721482, 0.44800332881640414)
(0.3584720177862416, 0.2512994570411835, 0.4060197750485237)
(0.5199694299148105, 0.0054507276922668435, 0.6544286929390195)
(0.7824914560429863, 0.3388439606729532, 0.10287340686219726)
(0.7058370733287341, 0.4858283803427491, 0.4181009742249394)
(0.09128273057909897, 0.14417308174721366, 0.34258541158403966)
(0.22713619289145204, 0.26404717684805734, 0.2682208706367287)
(0.00389405568999035, 0.04983568167525387, 0.7714786314209394)
(0.9534961183311128, 0.4841036576427111, 0.2520129970112124)
(0.8843130516887255, 0.9372662533676875, 0.5438659329264849)
(0.30061420733022814, 0.3476631404677262, 0.10681334657564068)
(0.8674095492860795, 0.8556896013099637, 0.07829186605040983)
(0.6590926748986529, 0.8533093202230643, 0.4815018130454677)
(0.9912647117868147, 0.42391199148289316, 0.8276500069176111)
(0.7573164697402386, 0.5172315556334868, 0.9208414956678508)
(0.06029765531224651, 0.2382673023278825, 0.6706496493823105)
(0.42209287292197173, 0.2832378215893865, 0.82339852297857)
(0.5857378804309409, 0.15246326479246286, 0.5630544374922067)
(0.6585361790582162, 0.6321255121283428, 0.4743048603129889)
(0.63757131145683, 0.23519001908713888, 0.20435983866214946)
(0.20308624656022944, 0.18727933640647587, 0.5434484512571794)
(0.8856617189741925, 0.3260935276692193, 0.10226513106232116)
(0.9188394876049221, 0.5621083021832396, 0.07851819026711104)
(0.9423338119819615, 0.4349552655471042, 0.3573113759657033)
(0.7640388929220971, 0.6473551820030833, 0.7658687102006064)
(0.8901327284498353, 0.29885337569546533, 0.15298161441016644)
(0.20720405108151174, 0.3749359692751302, 0.769562609851592)
(0.4120238917665886, 0.12382356153856278, 0.451145781166034)
(0.47038771656732103, 0.3161165609318014, 0.6728488569268983)
(0.8837878963526381, 0.6810211616900119, 0.1889351038089836)
(0.5627834453913714, 0.8752099096431696, 0.12371858852299233)
(0.11132621420606792, 0.6408369049765201, 0.9597036741754628)
(0.9261561836122366, 0.8772011730589877, 0.2846336538194082)
(0.9543686548542085, 0.10714567580697976, 0.3327577708473676)
(0.1050771819667704, 0.09732110738628352, 0.19283725591526624)
(0.3244735694154012, 0.15904483240900025, 0.054353976274221005)
(0.024128485830739677, 0.77243936617934, 0.24694933372217232)
(0.522753659061541, 0.7073451981869854, 0.15088673895216487)
(0.07894895871296359, 0.13937720085476835, 0.7735280918968405)
(0.11894806901652011, 0.7738302274429454, 0.7994891496469397)
(0.913024906294092, 0.6550360883631882, 0.8249992097162353)
(0.29787064770080673, 0.623878736526356, 0.3665286595101863)
(0.21734780364721706, 0.5666103962471473, 0.30687918881675036)
(0.4244559305564526, 0.5710155085294414, 0.10962775877238795)
(0.6820516158717235, 0.5150010110274477, 0.6592140502477548)
(0.8552310343980994, 0.03726097997301969, 0.20684092125647646)
(0.5678188898726821, 0.08256756540224641, 0.1209833297460422)
(0.16218813999973458, 0.7818579439175114, 0.8557419044438216)
(0.06607503267898363, 0.8526666121764824, 0.2753099046834029)
(0.597647634949353, 0.6375097386165797, 0.6469038452527903)
(0.9332065661738107, 0.165865348558893, 0.14551622149757115)
(0.17453917541909036, 0.904109474252557, 0.6348971240846768)
(0.6381171821771904, 0.8279338249765169, 0.03746115769268854)
